*Vertices      1899
    353    725    1.0000
    353    793    4.0000
    353    950   11.0000
    353   1062    1.0000
    353   1113    1.0000
    353   1183    1.0000
    353   1187    1.0000
    353   1283    2.0000
    353   1284    1.0000
    353   1326    1.0000
    353   1365    1.0000
    353   1717    1.0000
    353   1722    1.0000
    353   1772    1.0000
    354    398    7.0000
    354   1373    2.0000
    355    102   10.0000
    355    181    3.0000
    355    193    7.0000
    355    194    1.0000
    355    209    1.0000
    355    296    1.0000
    355    316   56.0000
    356     63    1.0000
    356    335    1.0000
    356    474    1.0000
    356    536    1.0000
    356    543    4.0000
    356    711    3.0000
    356    792    1.0000
    356    840    1.0000
    356    843    1.0000
    356   1255    1.0000
    356   1281    3.0000
    356   1419    1.0000
    356   1420    1.0000
    356   1501    2.0000
    357      8    2.0000
    357     52    1.0000
    357     53    1.0000
    357     63    1.0000
    357     65    1.0000
    357     72    3.0000
    357    120    1.0000
    357    128    1.0000
    357    134    3.0000
    357    135    1.0000
    357    143    2.0000
    357    152    1.0000
    357    154    2.0000
    357    168    2.0000
    357    175    1.0000
    357    194    1.0000
    357    299    1.0000
    357    306    1.0000
    357    314    1.0000
    357    343    2.0000
    357    358    3.0000
    357    378    2.0000
    357    379    2.0000
    357    389    1.0000
    357    393    1.0000
    357    396    3.0000
    357    402    1.0000
    357    405    2.0000
    357    407    2.0000
    357    409   20.0000
    357    428    1.0000
    357    429    2.0000
    357    437    1.0000
    357    449    1.0000
    357    454    1.0000
    357    460    1.0000
    357    464    1.0000
    357    466    1.0000
    357    474    6.0000
    357    475    1.0000
    357    476    1.0000
    357    480    1.0000
    357    501    1.0000
    357    502   11.0000
    357    523    1.0000
    357    525    8.0000
    357    527    1.0000
    357    528    1.0000
    357    538    1.0000
    357    592    1.0000
    357    593    1.0000
    357    598    2.0000
    357    605    1.0000
    357    617    1.0000
    357    626    4.0000
    357    638    3.0000
    357    654    1.0000
    357    659    2.0000
    357    701    2.0000
    357    708    3.0000
    357    711    1.0000
    357    713    1.0000
    357    753    1.0000
    357    758   16.0000
    357    774    1.0000
    357    783    2.0000
    357    792    7.0000
    357    798    1.0000
    357    802    1.0000
    357    809    3.0000
    357    816    1.0000
    357    817    1.0000
    357    818    3.0000
    357    835    1.0000
    357    840    1.0000
    357    843    1.0000
    357    903    1.0000
    357    938    2.0000
    357    964    1.0000
    357    967    1.0000
    357    973    2.0000
    357    974    1.0000
    357    986    5.0000
    357    988    1.0000
    357    992    1.0000
    357   1015    1.0000
    357   1039    2.0000
    357   1041    3.0000
    357   1062    1.0000
    357   1068    3.0000
    357   1103    1.0000
    357   1111    1.0000
    357   1118    9.0000
    357   1136    1.0000
    357   1142    2.0000
    357   1161    1.0000
    357   1169    5.0000
    357   1178    3.0000
    357   1181    4.0000
    357   1182    1.0000
    357   1184    1.0000
    357   1190    1.0000
    357   1208    1.0000
    357   1217    1.0000
    357   1244    1.0000
    357   1248    1.0000
    357   1253    9.0000
    357   1260    1.0000
    357   1284    1.0000
    357   1291    2.0000
    357   1304    1.0000
    357   1343    1.0000
    357   1359    1.0000
    357   1362    2.0000
    357   1363    1.0000
    357   1387    1.0000
    357   1402    1.0000
    357   1403    4.0000
    357   1417    1.0000
    357   1426    2.0000
    357   1431    1.0000
    357   1521    1.0000
    357   1546    1.0000
    357   1554   13.0000
    357   1565    1.0000
    357   1568    1.0000
    357   1582    1.0000
    357   1585    1.0000
    357   1598    1.0000
    357   1603    2.0000
    357   1616    2.0000
    357   1624    5.0000
    357   1644    5.0000
    357   1701    1.0000
    357   1796    1.0000
    358     32    1.0000
    358     88    2.0000
    358    105    2.0000
    358    250    2.0000
    358    254    3.0000
    358    281    3.0000
    358    357    1.0000
    358    400    1.0000
    358    431    2.0000
    358    479    1.0000
    358    719    1.0000
    358    847    4.0000
    358    991    2.0000
    358   1484    2.0000
    358   1686    3.0000
    359    144    1.0000
    359    368   10.0000
    359    460    3.0000
    361    311    3.0000
    361    389    2.0000
    361    460    1.0000
    361    463    2.0000
    361    638    2.0000
    361    697    1.0000
    361    773    1.0000
    361    788    1.0000
    361    809    2.0000
    361    864    2.0000
    361    913    1.0000
    361   1026    1.0000
    361   1056    4.0000
    361   1069    1.0000
    361   1255    1.0000
    361   1402    4.0000
    361   1417    1.0000
    361   1436    2.0000
    361   1587    1.0000
    361   1641    1.0000
    361   1749    1.0000
    362    765    1.0000
    362    783    1.0000
    362    928    1.0000
    362   1421    1.0000
    363    364    1.0000
    363    454    6.0000
    363    475    3.0000
    363    502    1.0000
    363    713    1.0000
    363    816    1.0000
    364    342    1.0000
    364    429    1.0000
    364    509    2.0000
    364    532    5.0000
    364    771    3.0000
    364    815    4.0000
    364    830    1.0000
    364    939    1.0000
    364    993    2.0000
    365     79    1.0000
    365     95    3.0000
    365    191    2.0000
    365    209    1.0000
    365    289    1.0000
    365    311    2.0000
    365    399    2.0000
    365    448    1.0000
    365    540    5.0000
    366     12    1.0000
    366     67    1.0000
    366    346    2.0000
    366   1349    4.0000
    366   1601    1.0000
    367     88    1.0000
    367    105    4.0000
    367    317    5.0000
    367    323   45.0000
    367    337    1.0000
    367    368    1.0000
    367    393    1.0000
    367    479    3.0000
    367    598    1.0000
    367    642    2.0000
    367    687    1.0000
    367   1184    2.0000
    367   1231    1.0000
    367   1248    3.0000
    367   1346    3.0000
    367   1540    3.0000
    367   1624    1.0000
    368     52    2.0000
    368    162    2.0000
    368    194    3.0000
    368    221    2.0000
    368    236    7.0000
    368    288    5.0000
    368    294    2.0000
    368    300    2.0000
    368    309    3.0000
    368    322    1.0000
    368    340    2.0000
    368    359   10.0000
    368    367    2.0000
    368    371    2.0000
    368    388    2.0000
    368    394    2.0000
    368    401    3.0000
    368    404    2.0000
    368    441    1.0000
    368    454    2.0000
    368    460    2.0000
    368    468    1.0000
    368    482    3.0000
    368    483    4.0000
    368    514    4.0000
    368    538    1.0000
    368    542    3.0000
    368    545    1.0000
    368    549    2.0000
    368    594    5.0000
    368    604    1.0000
    368    736    1.0000
    368    966    2.0000
    368    992    3.0000
    368   1021    1.0000
    368   1236    3.0000
    368   1283    1.0000
    370    101    1.0000
    370    278    1.0000
    370    568    1.0000
    370    765    1.0000
    370   1417    1.0000
    370   1617    1.0000
    371     95    1.0000
    371    191    1.0000
    371    289    1.0000
    371    306    2.0000
    371    308    1.0000
    371    368    1.0000
    371    377    1.0000
    371    400    1.0000
    371    590    2.0000
    371    636    2.0000
    371    789    1.0000
    372     26    1.0000
    372     72    7.0000
    372     73    1.0000
    372     97    6.0000
    372    103    6.0000
    372    128    7.0000
    372    212    7.0000
    372    233    5.0000
    372    236    1.0000
    372    242    1.0000
    372    278    1.0000
    372    297    5.0000
    372    311    1.0000
    372    314    5.0000
    372    353   11.0000
    372    355    1.0000
    372    365    1.0000
    372    368    5.0000
    372    371    1.0000
    372    375    5.0000
    372    376    3.0000
    372    378    1.0000
    372    385    1.0000
    372    389   10.0000
    372    391    3.0000
    372    392    7.0000
    372    393    6.0000
    372    396   11.0000
    372    402    1.0000
    372    407    9.0000
    372    409    1.0000
    372    429    8.0000
    372    437   15.0000
    372    445    2.0000
    372    448    1.0000
    372    454    7.0000
    372    460    6.0000
    372    461    2.0000
    372    466    3.0000
    372    473    4.0000
    372    475    1.0000
    372    482   17.0000
    372    489    4.0000
    372    495   12.0000
    372    504    1.0000
    372    508    5.0000
    372    513    4.0000
    372    514    1.0000
    372    527    5.0000
    372    536   14.0000
    372    538    3.0000
    372    560    1.0000
    372    569   30.0000
    372    592    6.0000
    372    595    6.0000
    372    598    1.0000
    372    605    2.0000
    372    621    1.0000
    372    639    6.0000
    372    652    2.0000
    372    673    4.0000
    372    711    1.0000
    372    713    4.0000
    372    753    3.0000
    372    758    5.0000
    372    761    4.0000
    372    765   10.0000
    372    766   21.0000
    372    769    1.0000
    372    792    2.0000
    372    798    1.0000
    372    799    3.0000
    372    809    1.0000
    372    818    1.0000
    372    823    3.0000
    372    831    8.0000
    372    835    4.0000
    372    843    3.0000
    372    844    1.0000
    372    864    3.0000
    372    874    1.0000
    372    878    1.0000
    372    919    5.0000
    372    928    7.0000
    372    938    4.0000
    372    952    1.0000
    372    969    7.0000
    372    975    1.0000
    372    988    4.0000
    372   1005    2.0000
    372   1014    1.0000
    372   1018    2.0000
    372   1050    2.0000
    372   1111    2.0000
    372   1117    2.0000
    372   1127    1.0000
    372   1163    1.0000
    372   1184    1.0000
    372   1189    4.0000
    372   1209    2.0000
    372   1244    1.0000
    372   1246    1.0000
    372   1268    1.0000
    372   1280    1.0000
    372   1283    2.0000
    372   1343    2.0000
    372   1352    1.0000
    372   1354    2.0000
    372   1359    2.0000
    372   1362    1.0000
    372   1377    1.0000
    372   1381    5.0000
    372   1402   13.0000
    372   1412    4.0000
    372   1489    1.0000
    372   1493    1.0000
    372   1529    1.0000
    372   1540    3.0000
    372   1542    1.0000
    372   1580    4.0000
    372   1624    2.0000
    373    308    9.0000
    373    311    4.0000
    373    638    1.0000
    373    992    3.0000
    373   1023    1.0000
    374    248    1.0000
    375     32    2.0000
    375     68    1.0000
    375    167    1.0000
    375    194    1.0000
    375    248    4.0000
    375    283    1.0000
    375    296    1.0000
    375    372    1.0000
    375    496    1.0000
    375    603    2.0000
    375    884    1.0000
    375    912    8.0000
    375    944    1.0000
    375   1185    1.0000
    375   1189    1.0000
    376      6    2.0000
    376     50    3.0000
    376    191    2.0000
    376    194    1.0000
    376    212    1.0000
    376    252    2.0000
    376    372    1.0000
    376    377    2.0000
    376    481    2.0000
    376    514    1.0000
    376    687    2.0000
    376    811    1.0000
    376    824    2.0000
    376   1183    1.0000
    377      3    2.0000
    377     32    4.0000
    377     48    3.0000
    377     50    1.0000
    377     95    1.0000
    377    103    3.0000
    377    144    1.0000
    377    272    2.0000
    377    281    2.0000
    377    288    1.0000
    377    289    1.0000
    377    306    1.0000
    377    313    2.0000
    377    332    1.0000
    377    343    5.0000
    377    371    1.0000
    377    415    5.0000
    377    475    3.0000
    377    482    2.0000
    377    592    1.0000
    377    615    2.0000
    377    627    1.0000
    377    704    1.0000
    377    755   11.0000
    377    777    1.0000
    377    790    2.0000
    377    814    1.0000
    377    856    1.0000
    377    871    1.0000
    377    941    1.0000
    377    942    2.0000
    377    950    2.0000
    377    992    1.0000
    377   1019    1.0000
    377   1047    1.0000
    377   1051    1.0000
    377   1060    3.0000
    377   1117    4.0000
    377   1122    1.0000
    377   1185    2.0000
    377   1283    1.0000
    377   1507    1.0000
    378      6   10.0000
    378     32    6.0000
    378     67    1.0000
    378     74    2.0000
    378    103    2.0000
    378    193    8.0000
    378    254   18.0000
    378    263    1.0000
    378    325    4.0000
    378    372    1.0000
    378    396   34.0000
    378    407    2.0000
    378    425    3.0000
    378    481    2.0000
    378    498    7.0000
    378    586   10.0000
    378    644    7.0000
    378    812    1.0000
    378    994    1.0000
    378   1539    1.0000
    378   1713    1.0000
    379     32    3.0000
    379     51    1.0000
    379     73    4.0000
    379     74    7.0000
    379    289    4.0000
    379    341    1.0000
    379    349    1.0000
    379    432    2.0000
    379    450    1.0000
    379    482    1.0000
    379    542    2.0000
    379    683    1.0000
    379   1034    1.0000
    379   1433    1.0000
    384    300    1.0000
    384   1748    1.0000
    385      3    1.0000
    385     63    3.0000
    385     70    1.0000
    385    274    1.0000
    385    638    1.0000
    386     50    3.0000
    386    260    1.0000
    386    343    2.0000
    386    387    4.0000
    386    399    1.0000
    386    422    5.0000
    386    514    1.0000
    386    609    1.0000
    386    790    1.0000
    387    252    1.0000
    387    386    4.0000
    387    481    1.0000
    388    212    7.0000
    388    245    1.0000
    388    306    2.0000
    388    346    1.0000
    388    368    1.0000
    388    405    2.0000
    388    408    3.0000
    388    439    2.0000
    388    513    9.0000
    388    514    4.0000
    388    590    2.0000
    388    596    2.0000
    388    627    6.0000
    388    636    1.0000
    388    638    3.0000
    388    639    3.0000
    388    681    2.0000
    388    721    1.0000
    388    737    1.0000
    388    761    3.0000
    388    795    1.0000
    388    835    2.0000
    388    882    1.0000
    388   1019    5.0000
    389     29    1.0000
    389     41    3.0000
    389     62    4.0000
    389     68    5.0000
    389     73    2.0000
    389     74    1.0000
    389    184    1.0000
    389    193    9.0000
    389    194    1.0000
    389    236   13.0000
    389    242    6.0000
    389    249    3.0000
    389    252   11.0000
    389    254    2.0000
    389    263    1.0000
    389    289    2.0000
    389    303    2.0000
    389    342    1.0000
    389    361    2.0000
    389    372    1.0000
    389    422    7.0000
    389    424    2.0000
    389    448    1.0000
    389    454    1.0000
    389    456    1.0000
    389    467    2.0000
    389    482   10.0000
    389    494    5.0000
    389    496    1.0000
    389    498    4.0000
    389    509    6.0000
    389    542    9.0000
    389    559    1.0000
    389    573    3.0000
    389    598    1.0000
    389    609    3.0000
    389    619    1.0000
    389    640    5.0000
    389    644    1.0000
    389    652    4.0000
    389    667    1.0000
    389    727    2.0000
    389    797    1.0000
    389    830   26.0000
    389    950    6.0000
    389   1042    1.0000
    389   1059    2.0000
    389   1189    1.0000
    389   1269    1.0000
    389   1281    2.0000
    389   1283    1.0000
    389   1285    1.0000
    389   1413    1.0000
    389   1438    1.0000
    389   1472    6.0000
    389   1576    2.0000
    389   1630    1.0000
    389   1688    1.0000
    390    316    1.0000
    391     12    1.0000
    391     68    3.0000
    391     73    1.0000
    391     84    1.0000
    391    103    1.0000
    391    234    1.0000
    391    252    1.0000
    391    263    3.0000
    391    289    4.0000
    391    309    1.0000
    391    325    4.0000
    391    349    2.0000
    391    372    2.0000
    391    400    2.0000
    391    422    1.0000
    391    555    2.0000
    391    609    2.0000
    391    667    2.0000
    392     30    1.0000
    392     42    4.0000
    392     72    7.0000
    392    103    5.0000
    392    127    2.0000
    392    172    1.0000
    392    228   13.0000
    392    261    2.0000
    392    306    1.0000
    392    321   17.0000
    392    353    3.0000
    392    372    1.0000
    392    383    1.0000
    392    400    4.0000
    392    448    2.0000
    392    466    3.0000
    392    475    5.0000
    392    502    3.0000
    392    514    3.0000
    392    538    1.0000
    392    739    1.0000
    392    815    1.0000
    392    950    1.0000
    392    998    2.0000
    392   1051    1.0000
    392   1054    1.0000
    392   1295    6.0000
    392   1315    6.0000
    392   1660    1.0000
    392   1699    1.0000
    393     32    1.0000
    393     54    1.0000
    393     62    2.0000
    393     87    1.0000
    393    191    6.0000
    393    193    5.0000
    393    249    1.0000
    393    263   12.0000
    393    291    2.0000
    393    346    1.0000
    393    372    7.0000
    393    394    2.0000
    393    431    3.0000
    393    462   12.0000
    393    498    3.0000
    393    573    2.0000
    393    644    1.0000
    393    679   14.0000
    393    738    5.0000
    393    800    2.0000
    393    834    5.0000
    393    870    1.0000
    393    942    1.0000
    393    963    1.0000
    393   1111    2.0000
    393   1190   10.0000
    393   1285    3.0000
    393   1346    1.0000
    393   1516    1.0000
    393   1585    1.0000
    393   1601    1.0000
    393   1657    1.0000
    393   1686    1.0000
    394     42    1.0000
    394    131    3.0000
    394    177    1.0000
    394    212    2.0000
    394    249    1.0000
    394    263    1.0000
    394    306    1.0000
    394    317    1.0000
    394    368    1.0000
    394    393    3.0000
    394    422    4.0000
    394    429    1.0000
    394    456    3.0000
    394    504    1.0000
    394    522    1.0000
    394    576    2.0000
    394    586    2.0000
    394    652    1.0000
    394    676    2.0000
    394    738    1.0000
    394   1004    2.0000
    394   1111    1.0000
    394   1190   13.0000
    394   1298    1.0000
    394   1526    1.0000
    394   1568    1.0000
    394   1582    1.0000
    395      8    4.0000
    395    175    1.0000
    395    394    1.0000
    395    447    1.0000
    396     67    1.0000
    396     74    1.0000
    396    124    4.0000
    396    181    1.0000
    396    191    5.0000
    396    214    5.0000
    396    254    5.0000
    396    372    2.0000
    396    378   25.0000
    396    399    1.0000
    396    400   11.0000
    396    407    2.0000
    396    425    2.0000
    396    456    1.0000
    396    481    8.0000
    396    586    5.0000
    396    679   11.0000
    396    770    1.0000
    396   1472    1.0000
    398      6    4.0000
    398      8    2.0000
    398     12    5.0000
    398     27   16.0000
    398     72    2.0000
    398     74    5.0000
    398     90    1.0000
    398     97    1.0000
    398    105   17.0000
    398    132    5.0000
    398    134    2.0000
    398    144    3.0000
    398    164    1.0000
    398    175    2.0000
    398    209    1.0000
    398    254    2.0000
    398    260    1.0000
    398    291    1.0000
    398    308   10.0000
    398    313    3.0000
    398    317    2.0000
    398    335    1.0000
    398    337    2.0000
    398    354    9.0000
    398    365    2.0000
    398    368    8.0000
    398    378    9.0000
    398    394    2.0000
    398    396    1.0000
    398    405   22.0000
    398    447   10.0000
    398    456    2.0000
    398    463    4.0000
    398    465   16.0000
    398    468    2.0000
    398    471    1.0000
    398    479    1.0000
    398    480    1.0000
    398    483    1.0000
    398    502    4.0000
    398    509    1.0000
    398    546    2.0000
    398    673    1.0000
    398    679   14.0000
    398    697    2.0000
    398    701    2.0000
    398    725    1.0000
    398    758    2.0000
    398    771    6.0000
    398    782    2.0000
    398    828    2.0000
    398    834    1.0000
    398   1013   13.0000
    398   1136    2.0000
    398   1237    1.0000
    398   1260    5.0000
    398   1291   10.0000
    398   1359    2.0000
    398   1377    1.0000
    398   1397    5.0000
    398   1526    1.0000
    398   1624   88.0000
    398   1644   10.0000
    398   1676    3.0000
    398   1730    6.0000
    398   1738    1.0000
    398   1781   14.0000
    398   1836    9.0000
    399     59    1.0000
    399     76    3.0000
    399    126    1.0000
    399    149    1.0000
    399    299    2.0000
    399    311    1.0000
    399    364    1.0000
    399    365    2.0000
    399    375    1.0000
    399    382    1.0000
    399    386    2.0000
    399    396    1.0000
    400      2    1.0000
    400      8    1.0000
    400     11    1.0000
    400     13    1.0000
    400     15    1.0000
    400     20    1.0000
    400     32    2.0000
    400     39    1.0000
    400     52    3.0000
    400     59    1.0000
    400     61    1.0000
    400     63    1.0000
    400     64    1.0000
    400     70    4.0000
    400     76    1.0000
    400     81    1.0000
    400     82    1.0000
    400     85    1.0000
    400     97    1.0000
    400    101    1.0000
    400    108    1.0000
    400    109    2.0000
    400    114    2.0000
    400    123    1.0000
    400    135    1.0000
    400    144    2.0000
    400    149    1.0000
    400    151    1.0000
    400    152    1.0000
    400    154    1.0000
    400    157    1.0000
    400    158    1.0000
    400    165    1.0000
    400    166    3.0000
    400    168    4.0000
    400    173    4.0000
    400    188    2.0000
    400    220    1.0000
    400    224    7.0000
    400    250    1.0000
    400    251    1.0000
    400    265    1.0000
    400    284    1.0000
    400    286    7.0000
    400    294    1.0000
    400    299    1.0000
    400    304    1.0000
    400    311    2.0000
    400    314    2.0000
    400    315    1.0000
    400    323   16.0000
    400    324    1.0000
    400    343    1.0000
    400    358    1.0000
    400    360    1.0000
    400    365    5.0000
    400    371    2.0000
    400    376    1.0000
    400    378    1.0000
    400    382    1.0000
    400    386    1.0000
    400    389    1.0000
    400    391    2.0000
    400    392    9.0000
    400    396   30.0000
    400    402    5.0000
    400    411    1.0000
    400    419    1.0000
    400    420    1.0000
    400    428    9.0000
    400    429    9.0000
    400    436    1.0000
    400    437    1.0000
    400    439    1.0000
    400    441    2.0000
    400    443    2.0000
    400    444    2.0000
    400    445    4.0000
    400    446    1.0000
    400    447    2.0000
    400    449    1.0000
    400    451    1.0000
    400    452    1.0000
    400    454    4.0000
    400    459    1.0000
    400    460    1.0000
    400    463    3.0000
    400    464    2.0000
    400    466    1.0000
    400    472    1.0000
    400    474   10.0000
    400    475    2.0000
    400    476    1.0000
    400    495    4.0000
    400    499    1.0000
    400    502    4.0000
    400    504    6.0000
    400    512    1.0000
    400    513    2.0000
    400    517    3.0000
    400    519    1.0000
    400    523    1.0000
    400    527    1.0000
    400    528    1.0000
    400    536    1.0000
    400    538    1.0000
    400    541    1.0000
    400    543    2.0000
    400    544    1.0000
    400    556    1.0000
    400    564    1.0000
    400    566    1.0000
    400    570    1.0000
    400    572    1.0000
    400    579    1.0000
    400    583    1.0000
    400    584    1.0000
    400    587    1.0000
    400    592    2.0000
    400    596    3.0000
    400    598    7.0000
    400    600    1.0000
    400    601    6.0000
    400    607    4.0000
    400    613    1.0000
    400    617    6.0000
    400    621    1.0000
    400    626    3.0000
    400    638    2.0000
    400    639    2.0000
    400    659    2.0000
    400    673    2.0000
    400    675    1.0000
    400    676    3.0000
    400    682    1.0000
    400    683   10.0000
    400    698    1.0000
    400    700    1.0000
    400    701    1.0000
    400    707    1.0000
    400    708    2.0000
    400    710    1.0000
    400    711    1.0000
    400    712    4.0000
    400    713    1.0000
    400    721    5.0000
    400    734    2.0000
    400    735    1.0000
    400    743    1.0000
    400    747    1.0000
    400    758    1.0000
    400    766    1.0000
    400    773    1.0000
    400    774    1.0000
    400    776    3.0000
    400    783    4.0000
    400    784    1.0000
    400    788    1.0000
    400    798    2.0000
    400    799    4.0000
    400    802    1.0000
    400    816    1.0000
    400    817    1.0000
    400    819    2.0000
    400    822    1.0000
    400    823    3.0000
    400    825    1.0000
    400    831    1.0000
    400    832    1.0000
    400    835    1.0000
    400    840    1.0000
    400    841    2.0000
    400    844    1.0000
    400    852    3.0000
    400    853    1.0000
    400    859    3.0000
    400    862    1.0000
    400    864    1.0000
    400    866    2.0000
    400    868    1.0000
    400    882    1.0000
    400    886    1.0000
    400    887    1.0000
    400    888    1.0000
    400    889    1.0000
    400    890    1.0000
    400    891    1.0000
    400    892    1.0000
    400    893    1.0000
    400    894    2.0000
    400    895    3.0000
    400    896    1.0000
    400    897    1.0000
    400    898    1.0000
    400    899    1.0000
    400    900    1.0000
    400    901    1.0000
    400    902    1.0000
    400    904    1.0000
    400    905    1.0000
    400    907    1.0000
    400    908    2.0000
    400    909    1.0000
    400    910    1.0000
    400    911    1.0000
    400    973    3.0000
    400    974    1.0000
    400   1142    1.0000
    400   1169    1.0000
    400   1255    2.0000
    400   1280    1.0000
    400   1343    2.0000
    400   1416    1.0000
    400   1419    1.0000
    400   1555    3.0000
    400   1598    1.0000
    400   1681    3.0000
    401    368    2.0000
    401    639    4.0000
    401    773    1.0000
    401    776    1.0000
    402    103    2.0000
    402    281    3.0000
    402    400    4.0000
    402    448    1.0000
    402    586    1.0000
    402    590    3.0000
    402    632    2.0000
    402    681    4.0000
    402    762    2.0000
    402    881    1.0000
    402   1019    1.0000
    402   1173    1.0000
    402   1201    2.0000
    402   1250    1.0000
    403      8    1.0000
    403    302    1.0000
    403    569    1.0000
    403    617    1.0000
    403    769    1.0000
    404      6    2.0000
    404     30    1.0000
    404    132    1.0000
    404    368    1.0000
    404    679    5.0000
    405    191    3.0000
    405    250    3.0000
    405    263   10.0000
    405    388    3.0000
    405    398    1.0000
    405    456    1.0000
    405    497    3.0000
    405    508    1.0000
    405    514    1.0000
    405    777    4.0000
    405    793    1.0000
    405    950    4.0000
    405   1507    1.0000
    407     97    1.0000
    407    236    3.0000
    407    250    1.0000
    407    372    4.0000
    407    378    2.0000
    407    396    2.0000
    407    425    3.0000
    407    461    2.0000
    407    765    1.0000
    408    254    2.0000
    408    290    1.0000
    408    306    1.0000
    408    317    1.0000
    408    388    2.0000
    408    590    1.0000
    408    781    1.0000
    408   1122    1.0000
    409      6    2.0000
    409      8    2.0000
    409     19    1.0000
    409     34    1.0000
    409     50    4.0000
    409     74    1.0000
    409    103    2.0000
    409    147    3.0000
    409    149    2.0000
    409    191    4.0000
    409    194    1.0000
    409    236    1.0000
    409    260    1.0000
    409    263    3.0000
    409    302    2.0000
    409    349    1.0000
    409    413    4.0000
    409    542    3.0000
    409    563    1.0000
    409    687    3.0000
    409   1004    1.0000
    409   1032    1.0000
    409   1283    1.0000
    409   1713    1.0000
    410    201    1.0000
    413      6   10.0000
    413     53    2.0000
    413    212    5.0000
    413    479    6.0000
    413    654    1.0000
    413    659    2.0000
    413    683   26.0000
    413    690    1.0000
    414    396    1.0000
    414    475    1.0000
    414    607    1.0000
    415     12    1.0000
    415    105    1.0000
    415    142    1.0000
    415    195    1.0000
    415    211    1.0000
    415    244    4.0000
    415    263    1.0000
    415    329    4.0000
    415    436    1.0000
    415    475    2.0000
    415    538    1.0000
    415    673    2.0000
    415    808    1.0000
    415    840    3.0000
    415    841    2.0000
    415    997   19.0000
    415   1121    4.0000
    415   1208    1.0000
    415   1231    1.0000
    415   1260    1.0000
    415   1343   14.0000
    415   1350    1.0000
    415   1433    1.0000
    415   1467    1.0000
    415   1624    1.0000
    415   1676    1.0000
    415   1737    2.0000
    415   1781    1.0000
    416    212    1.0000
    418    475    1.0000
    418    512    1.0000
    418    543    1.0000
    418    579    1.0000
    418    580    2.0000
    418    642    1.0000
    418    711    1.0000
    418    928    1.0000
    418    966    1.0000
    418   1000    2.0000
    418   1024    1.0000
    418   1402    1.0000
    418   1565    1.0000
    421     97    1.0000
    421    300    1.0000
    421    545    1.0000
    421   1069    1.0000
    421   1395    2.0000
    421   1436    2.0000
    422      6    6.0000
    422     62    1.0000
    422     97    1.0000
    422    194    3.0000
    422    212    1.0000
    422    285    3.0000
    422    297    3.0000
    422    308    7.0000
    422    335    1.0000
    422    365    2.0000
    422    375    1.0000
    422    386    6.0000
    422    389    7.0000
    422    391    2.0000
    422    394    4.0000
    422    449    2.0000
    422    460    1.0000
    422    536    5.0000
    422    549    1.0000
    422    598    1.0000
    422    607    1.0000
    422    615    4.0000
    422    673    2.0000
    422    768    1.0000
    422    815    1.0000
    422    835    1.0000
    422   1041    3.0000
    422   1060    4.0000
    422   1281    2.0000
    422   1283    1.0000
    422   1299    1.0000
    423      8    1.0000
    423     97    1.0000
    423    101    1.0000
    423    128    1.0000
    423    132    1.0000
    423    277    2.0000
    423    294    1.0000
    423    315    1.0000
    423    343    1.0000
    423    392    2.0000
    423    410    2.0000
    423    437    1.0000
    423    447    1.0000
    423    454    2.0000
    423    464    1.0000
    423    536    3.0000
    423    598    8.0000
    423    675    1.0000
    423    815    3.0000
    423    866    1.0000
    423    938    2.0000
    423   1026    1.0000
    423   1039    1.0000
    423   1255    3.0000
    423   1402    1.0000
    423   1426    1.0000
    423   1497    1.0000
    423   1565    1.0000
    423   1603    1.0000
    423   1665    2.0000
    424    144    1.0000
    424    175    4.0000
    424    236    1.0000
    424    260    1.0000
    424    315    1.0000
    424    343    2.0000
    424    405    2.0000
    424    495    2.0000
    425     52    1.0000
    425    378    4.0000
    425    396    2.0000
    425    407    3.0000
    425    697    1.0000
    425    753    1.0000
    425    765   15.0000
    425    992    1.0000
    425   1103    5.0000
    425   1402    1.0000
    426    427    1.0000
    427     88    1.0000
    427    426    1.0000
    428    400    1.0000
    429     32    6.0000
    429    160    2.0000
    429    191   23.0000
    429    209    2.0000
    429    242    5.0000
    429    289    1.0000
    429    309    1.0000
    429    372    7.0000
    429    394    1.0000
    429    400    3.0000
    429    431    2.0000
    429    481    1.0000
    429    492    1.0000
    429    494    2.0000
    429    777    1.0000
    429    950    7.0000
    429   1167    3.0000
    429   1189    2.0000
    429   1190    1.0000
    429   1289    1.0000
    429   1449    1.0000
    429   1568    1.0000
    429   1669    1.0000
    429   1680    1.0000
    429   1700    4.0000
    429   1720    1.0000
    430      8    2.0000
    430     27    1.0000
    430     32    5.0000
    430     44    1.0000
    430     58    1.0000
    430     63    2.0000
    430     69    1.0000
    430     72    2.0000
    430     97    1.0000
    430    144    2.0000
    430    164    1.0000
    430    175    1.0000
    430    194    1.0000
    430    220    1.0000
    430    260    1.0000
    430    277    1.0000
    430    297    1.0000
    430    323    1.0000
    430    475    1.0000
    430    536    1.0000
    430    598    1.0000
    430    638    1.0000
    430    857    2.0000
    431     32    2.0000
    431     52    2.0000
    431     59    1.0000
    431     85    1.0000
    431     88    1.0000
    431    299    3.0000
    431    307    1.0000
    431    308    2.0000
    431    323   22.0000
    431    343    3.0000
    431    353    1.0000
    431    358    3.0000
    431    365    1.0000
    431    371    1.0000
    431    372    4.0000
    431    393    4.0000
    431    394    1.0000
    431    396    1.0000
    431    398    1.0000
    431    402    5.0000
    431    407    4.0000
