city_O,city_D
"Dallas","El Dorado"
"Port Protection","Ketchikan"
"Ketchikan","Point Baker"
"Ketchikan","Coffman Cove"
"Ketchikan","Hydaburg"
"Thorne Bay","Craig"
"Point Baker","Port Protection"
"Klawock","Ketchikan"
"Coffman Cove","North Whale Pass"
"Hydaburg","Ketchikan"
"Tenakee Springs","Juneau"
"Pelican","Juneau"
"Pelican","Elfin Cove"
"Juneau","Pelican"
"Juneau","Angoon"
"Elfin Cove","Juneau"
"Angoon","Tenakee Springs"
"Sacramento","Honolulu"
"San Jose","Honolulu"
"Kahului","Las Vegas"
"Kahului","Hilo"
"Oakland","Honolulu"
"Las Vegas","Kahului"
"Las Vegas","Honolulu"
"Hilo","Kahului"
"Honolulu","Sacramento"
"Honolulu","San Jose"
"Honolulu","Oakland"
"Honolulu","Las Vegas"
"Emmonak","Bethel"
"Bethel","Emmonak"
"Youngstown","Sanford"
"Youngstown","St. Petersburg"
"Bentonville","Sanford"
"Bentonville","Los Angeles"
"Bentonville","Las Vegas"
"Knoxville","Sanford"
"Knoxville","St. Petersburg"
"Knoxville","Punta Gorda"
"Knoxville","Las Vegas"
"Knoxville","Fort Lauderdale"
"BRISTOL","Sanford"
"Toledo","Sanford"
"Toledo","St. Petersburg"
"Santa Maria","Las Vegas"
"Shreveport","Las Vegas"
"Springfield","Sanford"
"Springfield","St. Petersburg"
"Springfield","Los Angeles"
"Springfield","Las Vegas"
"Springfield","Mesa"
"Sanford","Youngstown"
"Sanford","Bentonville"
"Sanford","Knoxville"
"Sanford","BRISTOL"
"Sanford","Toledo"
"Sanford","Springfield"
"Sanford","South Bend"
"Sanford","Roanoke VA"
"Sanford","Rockford"
"Sanford","Newport News"
"Sanford","Plattsburgh"
"Sanford","Owensboro"
"Sanford","Mcallen"
"Sanford","Saginaw"
"Sanford","Lexington KY"
"Sanford","Wilmington"
"Sanford","Huntington"
"Sanford","Greenville"
"Sanford","Greensboro"
"Sanford","Grand Rapids"
"Sanford","Grand Forks"
"Sanford","Fort Wayne"
"Sanford","Sioux Falls"
"Sanford","Fargo"
"Sanford","Elmira"
"Sanford","Des Moines"
"Sanford","Cedar Rapids"
"Sanford","Chattanooga"
"Sanford","Bangor"
"Sanford","Asheville"
"Sanford","Appleton"
"Sanford","Allentown"
"Stockton","Palm Springs"
"Stockton","Las Vegas"
"South Bend","Sanford"
"South Bend","St. Petersburg"
"South Bend","Las Vegas"
"South Bend","Mesa"
"San Diego","Bellingham"
"Roanoke VA","Sanford"
"Roanoke VA","St. Petersburg"
"Rockford","Sanford"
"Rockford","St. Petersburg"
"Rockford","Las Vegas"
"Rockford","Mesa"
"Redmond-Bend","Las Vegas"
"Rapid City","Las Vegas"
"Rapid City","Mesa"
"Pueblo Memorial","Las Vegas"
"Palm Springs","Stockton"
"Palm Springs","Bellingham"
"Pasco","Los Angeles"
"Pasco","Las Vegas"
"Pasco","Mesa"
"St. Petersburg","Youngstown"
"St. Petersburg","Knoxville"
"St. Petersburg","Toledo"
"St. Petersburg","Springfield"
"St. Petersburg","South Bend"
"St. Petersburg","Roanoke VA"
"St. Petersburg","Rockford"
"St. Petersburg","Peoria"
"St. Petersburg","Plattsburgh"
"St. Petersburg","Moline"
"St. Petersburg","Lexington KY"
"St. Petersburg","Niagara Falls"
"St. Petersburg","Huntington"
"St. Petersburg","Greenville"
"St. Petersburg","Greensboro"
"St. Petersburg","Grand Rapids"
"St. Petersburg","Fort Wayne"
"St. Petersburg","Des Moines"
"St. Petersburg","Cedar Rapids"
"St. Petersburg","Chattanooga"
"St. Petersburg","Bangor"
"St. Petersburg","Allentown"
"Peoria","St. Petersburg"
"Peoria","Las Vegas"
"Peoria","Mesa"
"Newport News","Sanford"
"Punta Gorda","Knoxville"
"Punta Gorda","Lexington KY"
"Punta Gorda","Greenville"
"Plattsburgh","Sanford"
"Plattsburgh","St. Petersburg"
"Owensboro","Sanford"
"Owensboro","Las Vegas"
"Oakland","Eugene"
"Oakland","Bellingham"
"Missoula","Los Angeles"
"Missoula","Las Vegas"
"Missoula","Mesa"
"Monterey","Las Vegas"
"Minot","Las Vegas"
"Minot","Mesa"
"Moline","St. Petersburg"
"Moline","Las Vegas"
"Moline","Mesa"
"Medford","Las Vegas"
"Mcallen","Sanford"
"Mcallen","Las Vegas"
"Saginaw","Sanford"
"Laredo","Las Vegas"
"Lafayette","Las Vegas"
"Lexington KY","Sanford"
"Lexington KY","St. Petersburg"
"Lexington KY","Punta Gorda"
"Lexington KY","Las Vegas"
"Lexington KY","Fort Lauderdale"
"Los Angeles","Bentonville"
"Los Angeles","Springfield"
"Los Angeles","Pasco"
"Los Angeles","Missoula"
"Los Angeles","Idaho Falls"
"Los Angeles","Grand Junction"
"Los Angeles","Sioux Falls"
"Los Angeles","Fargo"
"Los Angeles","Eugene"
"Los Angeles","Bellingham"
"Los Angeles","Billings"
"Las Vegas","Bentonville"
"Las Vegas","Knoxville"
"Las Vegas","Santa Maria"
"Las Vegas","Shreveport"
"Las Vegas","Springfield"
"Las Vegas","Stockton"
"Las Vegas","South Bend"
"Las Vegas","Rockford"
"Las Vegas","Redmond-Bend"
"Las Vegas","Rapid City"
"Las Vegas","Pueblo Memorial"
"Las Vegas","Pasco"
"Las Vegas","Peoria"
"Las Vegas","Owensboro"
"Las Vegas","Missoula"
"Las Vegas","Monterey"
"Las Vegas","Minot"
"Las Vegas","Moline"
"Las Vegas","Medford"
"Las Vegas","Mcallen"
"Las Vegas","Laredo"
"Las Vegas","Lafayette"
"Las Vegas","Lexington KY"
"Las Vegas","Idaho Falls"
"Las Vegas","Wichita"
"Las Vegas","Great Falls"
"Las Vegas","Grand Rapids"
"Las Vegas","Grand Island"
"Las Vegas","Grand Junction"
"Las Vegas","Grand Forks"
"Las Vegas","Sioux Falls"
"Las Vegas","F"
"Las Vegas","Kalispell"
"Las Vegas","Fargo"
"Las Vegas","Eugene"
"Las Vegas","Des Moines"
"Las Vegas","Duluth"
"Las Vegas","Casper"
"Las Vegas","Colorado Springs"
"Las Vegas","Cedar Rapids"
"Las Vegas","Bozeman"
"Las Vegas","Bismarck"
"Las Vegas","Billings"
"Las Vegas","Mesa"
"Las Vegas","Appleton"
"Wilmington","Sanford"
"Idaho Falls","Los Angeles"
"Idaho Falls","Las Vegas"
"Idaho Falls","Mesa"
"Wichita","Las Vegas"
"Wichita","Mesa"
"Niagara Falls","St. Petersburg"
"Huntington","Sanford"
"Huntington","St. Petersburg"
"Huntington","Fort Lauderdale"
"Great Falls","Las Vegas"
"Great Falls","Mesa"
"Greenville","Sanford"
"Greenville","St. Petersburg"
"Greenville","Punta Gorda"
"Greenville","Fort Lauderdale"
"Greensboro","Sanford"
"Greensboro","St. Petersburg"
"Grand Rapids","Sanford"
"Grand Rapids","St. Petersburg"
"Grand Rapids","Las Vegas"
"Grand Rapids","Fort Lauderdale"
"Grand Rapids","Mesa"
"Grand Island","Las Vegas"
"Grand Island","Mesa"
"Grand Junction","Los Angeles"
"Grand Junction","Las Vegas"
"Grand Forks","Sanford"
"Grand Forks","Las Vegas"
"Grand Forks","Mesa"
"Fort Wayne","Sanford"
"Fort Wayne","St. Petersburg"
"Sioux Falls","Sanford"
"Sioux Falls","Los Angeles"
"Sioux Falls","Las Vegas"
"Sioux Falls","Mesa"
"F","Las Vegas"
"F","Mesa"
"Fort Lauderdale","Knoxville"
"Fort Lauderdale","Lexington KY"
"Fort Lauderdale","Huntington"
"Fort Lauderdale","Greenville"
"Fort Lauderdale","Grand Rapids"
"Fort Lauderdale","Bangor"
"Kalispell","Las Vegas"
"Fargo","Sanford"
"Fargo","Los Angeles"
"Fargo","Las Vegas"
"Fargo","Mesa"
"Eugene","Oakland"
"Eugene","Los Angeles"
"Eugene","Las Vegas"
"Eugene","Mesa"
"Elmira","Sanford"
"Des Moines","Sanford"
"Des Moines","St. Petersburg"
"Des Moines","Las Vegas"
"Duluth","Las Vegas"
"Duluth","Mesa"
"Casper","Las Vegas"
"Colorado Springs","Las Vegas"
"Colorado Springs","Mesa"
"Cedar Rapids","Sanford"
"Cedar Rapids","St. Petersburg"
"Cedar Rapids","Las Vegas"
"Cedar Rapids","Mesa"
"Chattanooga","Sanford"
"Chattanooga","St. Petersburg"
"Bozeman","Las Vegas"
"Bozeman","Mesa"
"Bellingham","San Diego"
"Bellingham","Palm Springs"
"Bellingham","Oakland"
"Bellingham","Los Angeles"
"Bellingham","Mesa"
"Bismarck","Las Vegas"
"Bismarck","Mesa"
"Billings","Los Angeles"
"Billings","Las Vegas"
"Billings","Mesa"
"Bangor","Sanford"
"Bangor","St. Petersburg"
"Bangor","Fort Lauderdale"
"Mesa","Springfield"
"Mesa","South Bend"
"Mesa","Rockford"
"Mesa","Rapid City"
"Mesa","Pasco"
"Mesa","Peoria"
"Mesa","Missoula"
"Mesa","Minot"
"Mesa","Moline"
"Mesa","Las Vegas"
"Mesa","Idaho Falls"
"Mesa","Wichita"
"Mesa","Great Falls"
"Mesa","Grand Rapids"
"Mesa","Grand Island"
"Mesa","Grand Forks"
"Mesa","Sioux Falls"
"Mesa","F"
"Mesa","Fargo"
"Mesa","Eugene"
"Mesa","Duluth"
"Mesa","Colorado Springs"
"Mesa","Cedar Rapids"
"Mesa","Bozeman"
"Mesa","Bellingham"
"Mesa","Bismarck"
"Mesa","Billings"
"Mesa","Appleton"
"Asheville","Sanford"
"Appleton","Sanford"
"Appleton","Las Vegas"
"Appleton","Mesa"
"Allentown","Sanford"
"Allentown","St. Petersburg"
"Knoxville","Orlando"
"Tampa","Rochester"
"Tampa","Grand Rapids"
"Tampa","Flint"
"Tampa","Dayton"
"Tampa","Akron"
"Sarasota","Milwaukee"
"Sarasota","Chicago"
"Sarasota","Indianapolis"
"Sarasota","Baltimore"
"San Francisco","Milwaukee"
"Seattle","Milwaukee"
"Fort Myers","Pittsburgh (pennsylva)"
"Fort Myers","Indianapolis"
"Fort Myers","Grand Rapids"
"Fort Myers","Flint"
"Fort Myers","Columbus"
"Fort Myers","Akron"
"Rochester","Tampa"
"Rochester","Orlando"
"Rochester","Baltimore"
"Portland","Orlando"
"Portland","Baltimore"
"Pittsburgh (pennsylva)","Fort Myers"
"Pittsburgh (pennsylva)","Fort Lauderdale"
"Newport News","Orlando"
"Newport News","New York"
"Newport News","Boston"
"New Orleans","Milwaukee"
"Milwaukee","Sarasota"
"Milwaukee","San Francisco"
"Milwaukee","Seattle"
"Milwaukee","New Orleans"
"Milwaukee","Los Angeles"
"Milwaukee","Des Moines"
"Milwaukee","Akron"
"Milwaukee","Boston"
"Chicago","Sarasota"
"Harrisburg","Orlando"
"Orlando","Knoxville"
"Orlando","Rochester"
"Orlando","Portland"
"Orlando","Newport News"
"Orlando","Harrisburg"
"Orlando","Lexington KY"
"Orlando","Huntsville"
"Orlando","Grand Rapids"
"Orlando","Flint"
"Orlando","Key West"
"Orlando","Dayton"
"Orlando","Charleston"
"Orlando","Akron"
"Orlando","Bloomington"
"Orlando","Branson"
"Orlando","Allentown"
"New York","Newport News"
"New York","Akron"
"Lexington KY","Orlando"
"Los Angeles","Milwaukee"
"Indianapolis","Sarasota"
"Indianapolis","Fort Myers"
"Indianapolis","Fort Lauderdale"
"Huntsville","Orlando"
"Huntsville","Baltimore"
"Grand Rapids","Tampa"
"Grand Rapids","Fort Myers"
"Grand Rapids","Orlando"
"Grand Rapids","Baltimore"
"Flint","Tampa"
"Flint","Fort Myers"
"Flint","Orlando"
"Fort Lauderdale","Pittsburgh (pennsylva)"
"Fort Lauderdale","Indianapolis"
"Fort Lauderdale","Columbus"
"Key West","Orlando"
"Des Moines","Milwaukee"
"Dayton","Tampa"
"Dayton","Orlando"
"Dayton","Baltimore"
"Charleston","Orlando"
"Columbus","Fort Myers"
"Columbus","Fort Lauderdale"
"Akron","Tampa"
"Akron","Fort Myers"
"Akron","Milwaukee"
"Akron","Orlando"
"Akron","New York"
"Akron","Boston"
"Baltimore","Sarasota"
"Baltimore","Rochester"
"Baltimore","Portland"
"Baltimore","Huntsville"
"Baltimore","Grand Rapids"
"Baltimore","Dayton"
"Boston","Newport News"
"Boston","Milwaukee"
"Boston","Akron"
"Bloomington","Orlando"
"Branson","Orlando"
"Branson","Atlanta"
"Atlanta","Branson"
"Allentown","Orlando"
"Tampa","Omaha"
"Tampa","Des Moines"
"Seattle","Kansas City"
"Fort Myers","Kansas City"
"Fort Myers","Denver"
"Rhinelander","Milwaukee"
"Rhinelander","Ironwood"
"Rockford","Denver"
"Provo","Denver"
"Omaha","Tampa"
"Omaha","Milwaukee"
"Omaha","Orlando"
"Omaha","Washington"
"Madison","Orlando"
"Milwaukee","Rhinelander"
"Milwaukee","Omaha"
"Milwaukee","Manistee"
"Milwaukee","Indianapolis"
"Milwaukee","Grand Rapids"
"Milwaukee","Flint"
"Milwaukee","Columbus"
"Milwaukee","Nashville"
"Orlando","Omaha"
"Orlando","Madison"
"Orlando","Des Moines"
"Kansas City","Seattle"
"Kansas City","Fort Myers"
"Manistee","Milwaukee"
"Ironwood","Rhinelander"
"Indianapolis","Milwaukee"
"Grand Rapids","Milwaukee"
"Flint","Milwaukee"
"Des Moines","Tampa"
"Des Moines","Orlando"
"Denver","Fort Myers"
"Denver","Rockford"
"Denver","Provo"
"Denver","Akron"
"Denver","Branson"
"Washington","Omaha"
"Columbus","Milwaukee"
"Akron","Denver"
"Nashville","Milwaukee"
"Branson","Denver"
"Bentonville","Minneapolis"
"Bentonville","Memphis"
"Bentonville","Detroit"
"Bentonville","Cincinnati"
"Bentonville","Atlanta"
"Valdosta","Atlanta"
"Knoxville","Memphis"
"Knoxville","New York"
"Knoxville","Detroit"
"Knoxville","Atlanta"
"Twin Falls","Salt Lake City"
"Thief River Falls","Hibbing"
"Traverse City","Detroit"
"Tucson","Salt Lake City"
"Tucson","Minneapolis"
"Tucson","Atlanta"
"Tupelo","Memphis"
"Tulsa","Salt Lake City"
"Tulsa","Minneapolis"
"Tulsa","Memphis"
"Tulsa","Detroit"
"Tulsa","Atlanta"
"BRISTOL","Atlanta"
"Tampa","Minneapolis"
"Tampa","Memphis"
"Tampa","Los Angeles"
"Tampa","Cincinnati"
"Tallahassee","Atlanta"
"Syracuse","Detroit"
"Syracuse","Cincinnati"
"Syracuse","Atlanta"
"Newburgh","Detroit"
"Newburgh","Atlanta"
"Sioux City","Minneapolis"
"Hailey","Salt Lake City"
"St. Louis","Salt Lake City"
"St. Louis","Memphis"
"St. Louis","Cincinnati"
"Santa Ana","Salt Lake City"
"Santa Ana","Minneapolis"
"Santa Ana","Atlanta"
"Sacramento","Salt Lake City"
"Sacramento","Minneapolis"
"Sacramento","Atlanta"
"Salt Lake City","Twin Falls"
"Salt Lake City","Tucson"
"Salt Lake City","Tulsa"
"Salt Lake City","Hailey"
"Salt Lake City","St. Louis"
"Salt Lake City","Santa Ana"
"Salt Lake City","Sacramento"
"Salt Lake City","San Jose"
"Salt Lake City","Saint George"
"Salt Lake City","San Antonio"
"Salt Lake City","San Diego"
"Salt Lake City","Rock Springs"
"Salt Lake City","Redmond-Bend"
"Salt Lake City","Rapid City"
"Salt Lake City","Palm Springs"
"Salt Lake City","Pasco"
"Salt Lake City","Pocatello"
"Salt Lake City","Philadelphia"
"Salt Lake City","Ontario"
"Salt Lake City","Omaha"
"Salt Lake City","Oklahoma City"
"Salt Lake City","New Orleans"
"Salt Lake City","Minneapolis"
"Salt Lake City","Missoula"
"Salt Lake City","Medford"
"Salt Lake City","Memphis"
"Salt Lake City","Orlando"
"Salt Lake City","Kansas City"
"Salt Lake City","Lewiston"
"Salt Lake City","Jacksn Hole"
"Salt Lake City","Indianapolis"
"Salt Lake City","Idaho Falls"
"Salt Lake City","Helena"
"Salt Lake City","Great Falls"
"Salt Lake City","Grand Junction"
"Salt Lake City","Spokane"
"Salt Lake City","Gillette"
"Salt Lake City","Kalispell"
"Salt Lake City","Fresno"
"Salt Lake City","Fargo"
"Salt Lake City","Newark"
"Salt Lake City","Eugene"
"Salt Lake City","Elko"
"Salt Lake City","Detroit"
"Salt Lake City","Cincinnati"
"Salt Lake City","Casper"
"Salt Lake City","Colorado Springs"
"Salt Lake City","Cody"
"Salt Lake City","Cedar City"
"Salt Lake City","Bozeman"
"Salt Lake City","Burbank"
"Salt Lake City","Butte"
"Salt Lake City","Boston"
"Salt Lake City","Boise"
"Salt Lake City","Nashville"
"Salt Lake City","Billings"
"Salt Lake City","Austin"
"Salt Lake City","Atlanta"
"Salt Lake City","Anchorage"
"San Jose","Salt Lake City"
"San Jose","Minneapolis"
"Shreveport","Memphis"
"Shreveport","Atlanta"
"Saint George","Salt Lake City"
"Springfield","Memphis"
"Springfield","Atlanta"
"San Francisco","Detroit"
"San Francisco","Cincinnati"
"Seattle","Detroit"
"Louisville","Minneapolis"
"Louisville","Memphis"
"Louisville","Detroit"
"State College Pennsylvania","Detroit"
"South Bend","Minneapolis"
"South Bend","Detroit"
"South Bend","Atlanta"
"Savannah","New York"
"Savannah","Detroit"
"Savannah","Atlanta"
"San Antonio","Salt Lake City"
"San Antonio","Minneapolis"
"San Antonio","Memphis"
"San Antonio","New York"
"San Antonio","Detroit"
"San Diego","Salt Lake City"
"San Diego","Detroit"
"San Diego","Atlanta"
"Fort Myers","Cincinnati"
"Rochester","Detroit"
"Roanoke VA","Detroit"
"Roanoke VA","Atlanta"
"Reno","Minneapolis"
"Rock Springs","Salt Lake City"
"Rock Springs","Gillette"
"Richmond","Detroit"
"Richmond","Cincinnati"
"Raleigh-durham","Minneapolis"
"Raleigh-durham","Memphis"
"Raleigh-durham","Indianapolis"
"Raleigh-durham","Detroit"
"Raleigh-durham","Cincinnati"
"Raleigh-durham","Columbus"
"Raleigh-durham","Windsor Locks"
"Redmond-Bend","Salt Lake City"
"Rapid City","Salt Lake City"
"Rapid City","Minneapolis"
"Providence","Detroit"
"Providence","Atlanta"
"Palm Springs","Salt Lake City"
"Pasco","Salt Lake City"
"Pasco","Minneapolis"
"Pensacola","Memphis"
"Pellston","Detroit"
"Pittsburgh (pennsylva)","Minneapolis"
"Pittsburgh (pennsylva)","Memphis"
"Pittsburgh (pennsylva)","Detroit"
"Pittsburgh (pennsylva)","Cincinnati"
"Pierre","Minneapolis"
"Pocatello","Salt Lake City"
"Hattiesburg/Laurel","Memphis"
"Peoria","Minneapolis"
"Peoria","Detroit"
"Phoenix","Memphis"
"Phoenix","Cincinnati"
"Philadelphia","Salt Lake City"
"Philadelphia","Memphis"
"West Palm Beach","Detroit"
"Norfolk","Minneapolis"
"Norfolk","Detroit"
"Norfolk","Cincinnati"
"Norfolk","Boston"
"Norfolk","Atlanta"
"Ontario","Salt Lake City"
"Ontario","Atlanta"
"Omaha","Salt Lake City"
"Omaha","Minneapolis"
"Omaha","Memphis"
"Omaha","New York"
"Omaha","Detroit"
"Omaha","Cincinnati"
"Omaha","Atlanta"
"Oklahoma City","Salt Lake City"
"Oklahoma City","Minneapolis"
"Oklahoma City","Memphis"
"Oklahoma City","Detroit"
"Oklahoma City","Atlanta"
"Jacksonville NC","Atlanta"
"Myrtle Beach","Atlanta"
"Montrose CO","Atlanta"
"New Orleans","Salt Lake City"
"New Orleans","Minneapolis"
"New Orleans","Memphis"
"New Orleans","Detroit"
"New Orleans","Cincinnati"
"Minneapolis","Bentonville"
"Minneapolis","Tucson"
"Minneapolis","Tulsa"
"Minneapolis","Tampa"
"Minneapolis","Sioux City"
"Minneapolis","Santa Ana"
"Minneapolis","Sacramento"
"Minneapolis","Salt Lake City"
"Minneapolis","San Jose"
"Minneapolis","Louisville"
"Minneapolis","South Bend"
"Minneapolis","San Antonio"
"Minneapolis","Reno"
"Minneapolis","Raleigh-durham"
"Minneapolis","Rapid City"
"Minneapolis","Pasco"
"Minneapolis","Pittsburgh (pennsylva)"
"Minneapolis","Pierre"
"Minneapolis","Peoria"
"Minneapolis","Norfolk"
"Minneapolis","Omaha"
"Minneapolis","Oklahoma City"
"Minneapolis","New Orleans"
"Minneapolis","Missoula"
"Minneapolis","Madison"
"Minneapolis","Minot"
"Minneapolis","Moline"
"Minneapolis","Memphis"
"Minneapolis","Mason City"
"Minneapolis","Kansas City"
"Minneapolis","Saginaw"
"Minneapolis","LaCrosse"
"Minneapolis","Lincoln"
"Minneapolis","Lexington KY"
"Minneapolis","Jamestown"
"Minneapolis","Jacksonville"
"Minneapolis","International Falls"
"Minneapolis","Indianapolis"
"Minneapolis","Iron Mountain"
"Minneapolis","Wichita"
"Minneapolis","Helena"
"Minneapolis","Hibbing"
"Minneapolis","Hayden"
"Minneapolis","Great Falls"
"Minneapolis","Grand Rapids"
"Minneapolis","Green Bay"
"Minneapolis","Grand Forks"
"Minneapolis","Spokane"
"Minneapolis","Fort Wayne"
"Minneapolis","Sioux Falls"
"Minneapolis","Fort Dodge"
"Minneapolis","Flint"
"Minneapolis","Fort Lauderdale"
"Minneapolis","Kalispell"
"Minneapolis","Fargo"
"Minneapolis","Des Moines"
"Minneapolis","Duluth"
"Minneapolis","Dayton"
"Minneapolis","Wassau"
"Minneapolis","Cincinnati"
"Minneapolis","Colorado Springs"
"Minneapolis","Columbus"
"Minneapolis","Cedar Rapids"
"Minneapolis","Bozeman"
"Minneapolis","Baltimore"
"Minneapolis","Buffalo"
"Minneapolis","Brainerd"
"Minneapolis","Boston"
"Minneapolis","Boise"
"Minneapolis","Nashville"
"Minneapolis","Bloomington"
"Minneapolis","Bismarck"
"Minneapolis","Billings"
"Minneapolis","Birmingham"
"Minneapolis","Windsor Locks"
"Minneapolis","Kalamazoo"
"Minneapolis","Austin"
"Minneapolis","Watertown"
"Minneapolis","Appleton"
"Minneapolis","Anchorage"
"Minneapolis","Waterloo"
"Minneapolis","Albany"
"Minneapolis","Aberdeen"
"Minneapolis","Albuquerque"
"Missoula","Salt Lake City"
"Missoula","Minneapolis"
"Madison","Minneapolis"
"Madison","New York"
"Madison","Detroit"
"Madison","Cincinnati"
"Madison","Atlanta"
"Muscle Shoals","Atlanta"
"Marquette","Detroit"
"Minot","Minneapolis"
"Mobile","Atlanta"
"Monroe","Atlanta"
"Moline","Minneapolis"
"Moline","Detroit"
"Moline","Atlanta"
"Melbourne","Atlanta"
"Milwaukee","Memphis"
"Milwaukee","Detroit"
"Milwaukee","Cincinnati"
"Manchester NH","Detroit"
"Manchester NH","Atlanta"
"MONTGOMERY","Atlanta"
"Medford","Salt Lake City"
"Mcallen","Atlanta"
"Memphis","Bentonville"
"Memphis","Knoxville"
"Memphis","Tupelo"
"Memphis","Tulsa"
"Memphis","Tampa"
"Memphis","St. Louis"
"Memphis","Salt Lake City"
"Memphis","Shreveport"
"Memphis","Springfield"
"Memphis","Louisville"
"Memphis","San Antonio"
"Memphis","Raleigh-durham"
"Memphis","Pensacola"
"Memphis","Pittsburgh (pennsylva)"
"Memphis","Hattiesburg/Laurel"
"Memphis","Phoenix"
"Memphis","Philadelphia"
"Memphis","Omaha"
"Memphis","Oklahoma City"
"Memphis","New Orleans"
"Memphis","Minneapolis"
"Memphis","Milwaukee"
"Memphis","Orlando"
"Memphis","Kansas City"
"Memphis","Little Rock"
"Memphis","New York"
"Memphis","Lubbock"
"Memphis","Los Angeles"
"Memphis","Las Vegas"
"Memphis","Jacksonville"
"Memphis","Jackson"
"Memphis","Indianapolis"
"Memphis","Huntsville"
"Memphis","Greenville"
"Memphis","Fort Smith"
"Memphis","Fort Lauderdale"
"Memphis","Detroit"
"Memphis","Des Moines"
"Memphis","Washington"
"Memphis","Dallas"
"Memphis","Cincinnati"
"Memphis","Columbia"
"Memphis","Columbus"
"Memphis","Cleveland"
"Memphis","Baton Rouge"
"Memphis","Boston"
"Memphis","Nashville"
"Memphis","Birmingham"
"Memphis","Austin"
"Meridian","Atlanta"
"Harrisburg","Detroit"
"Harrisburg","Cincinnati"
"Harrisburg","Atlanta"
"Mason City","Minneapolis"
"Orlando","Salt Lake City"
"Orlando","Memphis"
"Orlando","Cincinnati"
"Kansas City","Salt Lake City"
"Kansas City","Minneapolis"
"Kansas City","Memphis"
"Kansas City","Detroit"
"Kansas City","Cincinnati"
"Saginaw","Minneapolis"
"Saginaw","Detroit"
"Lewiston","Salt Lake City"
"Lewisburg","New York"
"Lewisburg","Atlanta"
"LaCrosse","Minneapolis"
"Lincoln","Minneapolis"
"Little Rock","Memphis"
"Little Rock","Detroit"
"Little Rock","Atlanta"
"New York","Knoxville"
"New York","Savannah"
"New York","Omaha"
"New York","Madison"
"New York","Memphis"
"New York","Lexington KY"
"New York","Greenville"
"New York","Colombia"
"New York","Birmingham"
"Lafayette","Atlanta"
"Lexington KY","Minneapolis"
"Lexington KY","New York"
"Lexington KY","Detroit"
"Lexington KY","Washington"
"Lexington KY","Atlanta"
"Lubbock","Memphis"
"Los Angeles","Tampa"
"Los Angeles","Memphis"
"Los Angeles","Detroit"
"Los Angeles","Cincinnati"
"Las Vegas","Memphis"
"Las Vegas","Cincinnati"
"Lansing","Detroit"
"Jamestown","Minneapolis"
"New York","San Antonio"
"New York","Lewisburg"
"Jacksonville","Minneapolis"
"Jacksonville","Memphis"
"Jacksonville","Detroit"
"Jacksonville","Cincinnati"
"Jackson","Memphis"
"Jackson","Washington"
"Jackson","Atlanta"
"Jacksn Hole","Salt Lake City"
"Jacksn Hole","Atlanta"
"Ithaca","Detroit"
"International Falls","Minneapolis"
"Indianapolis","Salt Lake City"
"Indianapolis","Raleigh-durham"
"Indianapolis","Minneapolis"
"Indianapolis","Memphis"
"Indianapolis","Detroit"
"Indianapolis","Boston"
"Iron Mountain","Minneapolis"
"Wilmington","Atlanta"
"Idaho Falls","Salt Lake City"
"Wichita","Minneapolis"
"Huntington","Detroit"
"Huntsville","Memphis"
"Huntsville","Detroit"
"Huntsville","Atlanta"
"White Plains","Detroit"
"Honolulu","Salt Lake City"
"Honolulu","Atlanta"
"Helena","Salt Lake City"
"Helena","Minneapolis"
"Hibbing","Thief River Falls"
"Hibbing","Minneapolis"
"Hayden","Minneapolis"
"Hayden","Atlanta"
"Columbus Mississippi","Atlanta"
"Great Falls","Salt Lake City"
"Great Falls","Minneapolis"
"Greenville","New York"
"Greenville","Detroit"
"Greenville","Cincinnati"
"Greenville","Atlanta"
"Greensboro","Detroit"
"Greensboro","Cincinnati"
"Greensboro","Atlanta"
"Grand Rapids","Minneapolis"
"Grand Rapids","Detroit"
"Grand Rapids","Cincinnati"
"Grand Rapids","Atlanta"
"Killeen","Atlanta"
"Green Bay","Minneapolis"
"Green Bay","Detroit"
"Gulfport","Atlanta"
"Gainesville","Atlanta"
"Greenville","Memphis"
"Grand Junction","Salt Lake City"
"Grand Forks","Minneapolis"
"Spokane","Salt Lake City"
"Spokane","Minneapolis"
"Gillette","Salt Lake City"
"Gillette","Rock Springs"
"Fort Wayne","Minneapolis"
"Fort Wayne","Detroit"
"Fort Wayne","Atlanta"
"Fort Smith","Memphis"
"Sioux Falls","Minneapolis"
"Fort Dodge","Minneapolis"
"Flint","Minneapolis"
"Flint","Detroit"
"Fort Lauderdale","Minneapolis"
"Fort Lauderdale","Memphis"
"Fort Lauderdale","Cincinnati"
"Kalispell","Salt Lake City"
"Kalispell","Minneapolis"
"Fayetteville","Atlanta"
"Fresno","Salt Lake City"
"Fargo","Salt Lake City"
"Fargo","Minneapolis"
"Key West","Atlanta"
"Newark","Salt Lake City"
"New Bern","Atlanta"
"Evansville","Detroit"
"Evansville","Atlanta"
"Eugene","Salt Lake City"
"Escanaba","Detroit"
"Erie","Detroit"
"El Paso","Atlanta"
"Elmira","Detroit"
"Elko","Salt Lake City"
"Vail","Atlanta"
"Detroit","Bentonville"
"Detroit","Knoxville"
"Detroit","Traverse City"
"Detroit","Tulsa"
"Detroit","Syracuse"
"Detroit","Newburgh"
"Detroit","Salt Lake City"
"Detroit","San Francisco"
